appid,name,sim_tags,sim_about,tags,movies,positive,negative,total_reviews,rating_ratio,about_the_game
1796180,Peculiar Tales of Mid-Lake Pavilion,0.26198076298763145,0.7628213590141995,"Casual,Adventure,Interactive Fiction,Visual Novel,Puzzle,2D Platformer,2D,Anime,Cartoon,Cartoony,Text-Based,Comic Book,Drama,Gothic,Retro,Psychological Horror,Lore-Rich,Supernatural,Romance,Modern",,168,19,187,0.8983957219251337,"'Peculiar Tales of Mid-Lake Pavilioni' is a collection of five short word games produced by Zhi Yi. Subjects include ghost stories, urban legends, sci-fi suspense, warm love, etc. 【Midsummer Night·Last Train】 'I' who is confused about the future, stays away from parents who keep arguing and wanders on the streets all day. Should have been sitting on the last subway that day, going home as usual. Unexpectedly, I encountered an unexpected accident... On the last midsummer night of high school, the reunion of boys and girls. The observed future-- 【Ghost Tower】 'Under the mysterious ancient pagoda are buried treasures from the Taiping Heavenly Kingdom era.' The protagonist Beichuan strayed into the ghost tower by chance. Entangled by ghosts, he was rescued by a Taoist priest at a critical moment. But since then it became possible to see things that shouldn't exist in the world. The truth of this curse is...? 【Ratman】 The protagonist wakes up and finds that he is imprisoned in a dark iron box. With a splitting headache, he received a call. 'Call in half an hour to get enough for two million, or I'll crush you.' He who was told so. Picked up the phone by his side and began his journey to survive ...... [Mirror Room] The protagonist is poor and lives in a rumored murder house. On a rainy night, the protagonist's college roommate comes to stay with him. Mirrored hallucinations, inner entanglements. Disgusting memories of the past make the atmosphere gradually become spooky ...... 【Xiangsi Bridge】 This is a remake of special chapter of “The Adventure of Fei Duanmu” with new artwork and dubbing! The story takes place in the ancient city of Gusu, Pingjiang Road. It is about the first encounter between the popular heroine Jin Liu and Fei Duanmu. Heavenly water town, warm story. Heal your heart."
1640160,G-Darius HD,0.3040792187987287,0.661633700470534,"Side Scroller,Shoot 'Em Up,Shooter,Arcade,Female Protagonist,2.5D,3D,Underwater,Action,Controller,Multiple Endings,Sci-fi,Score Attack,1990's,Aliens,Futuristic,Co-op,Local Co-Op,Local Multiplayer,Singleplayer",,135,7,142,0.9507042253521126,"Taito's Darius series began with the titular arcade game, Darius, in 1986 and comprises numerous side-scrolling shooting games released in arcades, many of which were later ported to game consoles. G-Darius is the 4th arcade game in the Darius series of horizontally-scrolling shooting games, which sees the Silver Hawks battling against huge, space-faring warships who resemble various aquatic life-forms. G-Darius HD features 5 versions of G-Darius: arcade-perfect ports of G-Darius and G-Darius Ver.2 and an HD version of each, along with the console port of G-Darius, coupled with an Steam-exclusive widescreen bonus mode! G-Darius/G-Darius HD The original arcade game, faithfully recreated with a host of extra features to enhance your enjoyment! Use the Capture Ball! Capture most enemies and turn them against their allies. Fire the α Beam! Release captured enemies in an all-powerful burst of destructive energy. Boss Beam Battles! Counter a boss's β Beam with your own α Beam to unleash an even more deadly Counter Beam. Branching paths! Choose your route as Zones branch midway and after each boss. Capture Gallery! Check which enemies you still need to capture. Subwoofer compatible! (Steam only) Re-create the legendary in-seat speaker of the arcade cabinet. Gadgets galore! Dive deeper into the game with extra info to aid you in your battle. G-Darius Ver.2/G-Darius Ver.2 HD All the features of G-Darius and more, in this update to the original arcade game! Beginner mode Rapid fire button added Game speed adjustments Enemy endurance adjustments Player shield capacity adjustments Mid-bosses added to some zones Boss timer &amp; timer bonus system New and adjusted boss attack patterns G-Darius CS A faithfully emulated console port with all the extra features which that release boasted! Fight any or all of the 30 bosses in VS BOSS mode! Practice your skills using the beginner’s mode. View the opening and endings from the options menu. Note: this is the Japanese version of the game features no gadgets or enhancements from the other versions included here. Exhibition Peek at what might have been if G-Darius was developed as a dual screen arcade cabinet! Battle a handful of selected bosses in wide-screen glory in this PC-exclusive bonus mode!"
2480950,Amusement Park Simulator,0.265216009552353,0.3446510764467843,"Simulation,Life Sim,City Builder,Immersive Sim,3D,First-Person,Stylized,Early Access,Singleplayer,Family Friendly,Nature,Building,Comedy,Open World,Nonlinear",,28,3,31,0.9032258064516129,"Build and manage your own amusement park! Amusement Park Simulator is a fun simulation experience that is now available in early access. It offers both management and simulation experiences. You can build and manage your own park in any way you like. With its brand new mechanics and absurd sense of humor, Amusement Park Simulator is coming soon to Steam ! Don't forget to add it to your wishlist now ! Renovate the abandoned amusement park in the middle of the city and make it the city's new jewel. Manage ! Track your daily statistics and progress towards building a profitable amusement park. Be the best of all amusement parks and serve more customers. Try to become the richest by managing your financial situation. Build ! Build any amusement park machine you want and make your customers happy. Build dozens of different machines to create the best amusement park. More machines = more fun = more money! Beat Them ! Catch and teach your customers a lesson! Identify and discipline customers who have not paid for tickets. Adrenaline ! Adjust the adrenaline level according to your customer's requests and promise them the heights of entertainment! Adjust the speed and adrenaline level of each tool from its own control panel, so that you can be sure that your customers are having enough fun! Fails ! Be careful! If your customers can't handle this speed, they may start throwing up and cause you more cleaning work. Unlock New Areas ! Expand your amusement park by opening new areas and creating new construction areas. Have more machines to manage and make your customers happy! Features of the game: Build your dream amusement park! Manage your own amusement park. Build the machines you want and entertain your customers. Decorate your park as you like. Unlock new skills manage your lifestyle. Repair broken machines or explode and get punished! Provide a clean environment for your customers by cleaning around. Check ticketless customers. Pay attention to your energy and hunger bar. SLAP customers who sneak into the machines! Adjust the excitement level of the amusement park machines to the most suitable level for your customers. Earn money and develop your park like a real simulation game. Set up food stalls and serve your customers. Expand your land and have a bigger amusement park! [url][/url]"
1029860,Amber's Airline - 7 Wonders,0.39975443787044246,0.574953104821293,"Casual,Story Rich,Time Management,Adventure,Female Protagonist",,81,8,89,0.9101123595505618,"Amber is preparing to embark on the journey of a lifetime in Amber's Airline - 7 Wonders! Have you always dreamed of travelling to the 7 New Wonders of the World? Now you can! Join Amber and the girls as they fly around the world in Amber’s Airline – 7 Wonders, a brand new time management game. In this story game, you’ll do more than assist passengers on the airplane. After being the flight attendant in the air, you’ll help your VIP travelers on the ground. Take care of their luggage, passports and safety. Make sure they have all the information and equipment they need to fully enjoy their dream vacation in the game. Put your time management skills to the test. Although things get off to a flying start with the 7 Wonders tour, trouble soon arises for the girls. Alongside the grandeur of the Great Wall, Chichen Itza, the Taj Mahal, Christ the Redeemer, the Colosseum, Petra and Machu Picchu, drama unfolds within the crew. Amber must rise to the occasion and help her fellow flight attendants. This game will test your time management skills as you juggle work duties and personal relationships! And speaking of personal relationships… Amber herself faces her biggest emotional struggle ever. It’s not going to be easy. Can you help Amber? 🛫 take to the sky with the girls and experience the 7 Wonders 🛫 enjoy the same amazing game play as Amber’s Airline – High Hopes 🛫 get that travel feeling as you first fly to each location before visiting it! 🛫 let your emotions soar with a heartfelt, captivating story 🛫 explore 60 story levels and 30 challenging time management levels 🛫 unlock fabulous designs from Angela Napoli and choose what the flight attendants wear! 🛫 fasten your seatbelt for 19 travel-themed mini games 🛫 some girls love to keep a diary - read Amber’s!"
2966850,Shotgun Cop Man,0.3769465598414947,0.8535307390613005,"Action,Precision Platformer,Shooter,Arcade,Moddable,Minimalist,Platformer,2D Platformer,Side Scroller,Twin Stick Shooter,2D,Abstract,Stylized,Combat,Controller,Level Editor,Singleplayer,Comedy,Funny,Indie",,251,8,259,0.9691119691119691,"Blast your way through hell in Shotgun Cop Man , a precision platformer where your weapons are your wings. Embark on a mission to arrest Satan armed with a devastating arsenal and a relentless thirst for glory. Propel yourself through hordes of irritable demons, devious traps, and thrilling challenges using the only two things you can trust: your wits and your weapons. Conquer the handcrafted campaign or dive into user-generated levels in this fire and brimstone-fueled mission to serve justice. Firepower Propulsion Master your movement through the twisted corners of hell as every shot propels you forward. Whether dodging enemies, scaling walls, or leaping impossible gaps, your weapons are the key to both survival and traversal. Explosive Campaign and Challenges Dive into an action-packed campaign in over 150 levels and face off against intense boss battles, then put yourself to the test and beat all the No Damage, Speedrun, and Kill All challenges. Create Your Own Hellish Playground Let your creativity shine with the built-in level editor and Steam Workshop integration. Craft, share, and conquer custom levels to push the game and your peers to their limits."
3417690,Mewseum: Masterpieces,0.15012936789971168,0.4905323837121728,"Historical,Casual,Puzzle,Logic,Relaxing,Cats,Minimalist,Clicker,Pixel Graphics,Experimental,Grid-Based Movement,Education,Collectathon,Surreal,Strategy,Family Friendly,2D,Cute,Singleplayer,Abstract",,43,1,44,0.9772727272727273,"Mewseum: Masterpieces is a relaxing game where you can solve hundreds of puzzles while revealing unique masterpieces. Unwind to the sound of a beautiful piano with classical music or listen to your own favorite audio while playing. The puzzles range from easy to medium difficulty, ensuring a smooth and frustration-free experience. 🧩How to Play: Your task is to paint squares and/or rectangles within the grid while following two simple rules: Each painted section must contain exactly one number. The number indicates the exact size of the section you need to paint. 🎨 Explore Art History… with Cats! Discover reimagined versions of iconic paintings, where cats take center stage in some of the most famous artworks in history. The featured paintings include: 🦪 Girl with a Pearl Earring 👩‍🎨 Mona Lisa 🙀 The Scream ✨ Starry Night 🏡 American Gothic 🦵 Abaporu 👫 Arnolfini Portrait 👩‍👧‍👧 Las Meninas 🎮 Features: ✔ Auto-save with Steam Cloud – pause and continue anytime. ✔ Over 10 hours of content : Become a true artist as you reveal stunning paintings by solving relaxing and immersive puzzles. Unlock over 80 achievements and complete your collection!"
1151630,House of 1000 Doors: Family Secrets,0.16722730326939333,0.717091750425205,"Adventure,Casual,Indie,Hidden Object,Singleplayer,Point & Click,Addictive",,145,7,152,0.9539473684210527,"Welcome to the first game in a stunning new saga! When the dead cannot find release, the House of 1000 Doors serves as a portal that allows the living to help them. But as the House appears at locations around the world, it doesn't let just anyone in. To step beyond its threshold, a person must be able to communicate with spirits. The protagonist of this spectacular new series of hidden object adventure games is Kate Reed, a washed up writer of ghost stories who wonders if she'll ever experience success again. Guide Kate as she responds to an invitation to enter the House, meets the mysterious Lancaster family that resides within it, and solves four mind-bending mysteries that take her to worlds she's never imagined. Key features: • 90 locations • 25 mini-games • 15 HOG scenes • 13 CGI cutscenes • Bonus chapter • Concept art • Wallpapers • Step-by-step walkthrough"
1272580,Nine Witches: Family Disruption,0.35705839800933176,0.6441943280953426,"Pixel Graphics,Adventure,Point & Click,Indie,Dark Humor,Comedy,Story Rich,Casual,Retro,Singleplayer,Action,2D,Funny,Puzzle,Beautiful,Horror",,266,25,291,0.9140893470790378,"October 1944, something strange is happening in Sundäe, a rustic Norwegian town where a mysterious dark moon hangs over the sky, generating uncertainty among its inhabitants. As World War II continues, the Okkulte-55, a secret division of the Third Reich, arrives in Sundäe to unleash an ancient curse, in a desperate act to twist the course of the war. Alexei Krakovitz, a quadriplegic professor of occult science and Akiro Kagasawa, his faithful assistant, are sent to Norway on a secret mission to unravel the mystery and save the world from the Okkulte-55 clutches. An original story with absurd dark humor, riddled with eccentric characters, diabolical inventions, puzzles, occultism, talking dead, witches, worms, a mysterious party, and an ancient curse that threatens the human race. An adventure so delusional that it will make you delirious to the delirium itself! Ha-Ha! Features Truly and unique original story. (99.999999% GUARANTEED) Single player, dual character action-adventure with puzzle-solving elements. Join professor Alexei Krakovitz and his loyal Japanese assistant, Akiro Kagasawa, in their heroic crusade against the Okkulte-55. Retro-pixel style artwork. Meet a quirky cast of characters Visit Sundäe, a town oppressed by the Okkulte-55, on the northwest coast of Norway. Talk with the dead"
1202970,Mad Tracks,0.1621822673657935,0.38308236422820624,"Racing,Arcade,Colorful,Casual,Atmospheric,Combat Racing,Split Screen,First-Person,Third Person,Driving,3D,Relaxing,Funny,4 Player Local,Mini Golf,PvP,Physics,Local Multiplayer,Vehicular Combat,Controller",,223,30,253,0.8814229249011858,"Remember these toy car games we used to play for ever? MAD TRACKS is a fun and frantic racing action game inspired by pull-back-and-go racers. You are in control of the speed and enjoyment that these cars all gave us when we were kids! Quick Facts 100% party games (fun &amp; frustration free) Pull back friction vehicles! Acrobatic Tracks! Easy handling Rewarding gameplay 45 crazy Challenges 15 pick ups and power ups! 24 Mini Games (Mini Golf, Darts, Bowling, Pool …) and 21 races"
615350,Scarlett Mysteries: Cursed Child,0.6682755911394124,0.5323642430877241,"Adventure,Casual,Hidden Object,Point & Click,Female Protagonist,Mystery,Horror,Atmospheric,Puzzle,Story Rich,Singleplayer,Fantasy,Indie,Great Soundtrack,Family Friendly,2D",,250,29,279,0.8960573476702509,"From an early age, Scarlett Everitt displayed a gift for the paranormal, as ghosts and spirits accompanied her every step. Desperate to protect her from an encroaching darkness, her father, Johnathan, placed her in an orphanage run by nuns. Years later, Scarlett returns to find her dad, and finds a clue that leads her to the Victorian mansion of a baronet named Steameyer. LOOK FOR CLUES TO THE WHEREABOUTS OF YOUR FATHER! As the protagonist tries to locate her missing father, a clue leads her to the train station next to Baronet Steameyer's mansion and factory. USE YOUR PSYCHIC ABILITIES! Scarlett possesses a remarkable gift that enables her to see where her father resided and traveled in the past. SOLVE THE RIDDLES OF A VICTORIAN RESIDENCE! Scarlett hopes to find her father while exploring Steameyer's mansion. However, the huge house hides terrifying secrets and dreadful mysteries. LEARN THE TRUTH HIDDEN IN THE DARK PAST! What connects the heroine to the Steameyer family, and what dramatic fate befell the mysterious heiress to their fortune? Help Scarlett learn the truth! Features Use your psychic abilities! Visit nearly 30 Victorian locations! Immerse yourself in interactive gothic horror! Test yours skills with 36 puzzles and HO scenes! Experience a Steam Age adventure unlike any other!"
781820,Oik Memory 2,0.13598236871239894,0.3404154640975933,"Indie,Casual,Puzzle",,191,23,214,0.8925233644859814,Casual memory puzzle. At the beginning of each round in a short time the game marks from 4 to 12 blocks. You need to open these blocks in the right order! 2000+ Achievements: 50 levels Relaxing music Music by Trauerbaum 'Oik Memory 2' Powered By Clickteam Fusion 2.5
1279260,Lelie Navigation!,0.5061036770721256,0.5486687903215894,"RPG,Indie,Anime,Singleplayer,Adventure,Sexual Content,Female Protagonist,JRPG,Hentai,RPGMaker,Nudity,Memes,2D,Mature",,257,34,291,0.8831615120274914,"Lelie uses a power known as Dowsing. This power allows her to locate lost or hidden objects. Together with her friend Ciel, she uses this special power to help those in need. But one day, this power leads them into a dangerous situation. Now they must work together to find their way home safely. Features: Classic RPG Experience Turn-based Combat Leveling System Dowsing System Multiple Party Members"
1156590,Morels: The Hunt,0.33935678040970596,0.672231358106412,"Simulation,Adventure,Exploration,Collectathon,Relaxing,Walking Simulator,Nature,First-Person,Realistic,Atmospheric,Casual,Family Friendly,Hunting,Singleplayer,Hidden Object,Survival,3D,Controller,Open World,Immersive",,215,36,251,0.8565737051792829,"Morels is a relaxing adventure game about mushroom hunting and wildlife photography. Find as many morel mushrooms as you can while capturing photos of wildlife that you encounter, all while enjoying the sounds and experiences of nature surrounding you. Starting in the southeast region of the United States, you will get 100 days per season as you unlock new regions along your journey and discover hunting secrets, along with a few surprises! Collect and learn about many different kinds of mushrooms, edible and poisonous ones. Earn points and level up your Mushroom Hunter Level. Earn points from photographing animals and objects. View your photos you have taken in your photo book. Upgrade your Photographer Level. Earn points from finding mushrooms and photographing wildlife to buy valuable items in The Shop like bug spray to prevent ticks, first aid kits, raincoats to help preserve energy on rainy days, a headlamp for night hunting, upgraded camera and even a horse or an ATV to ride around on! Experience realistic weather, forecasted before each level that can change everyday. You can even hunt at night if you’re brave enough! Features mythological creatures from real life stories of the forest like Bigfoot! Exploration Mode: Play as an animal! You will also be rewarded a point handicap! Unlock new animals and have fun exploring, although this mode does not count towards achievements or records. A note from the developers: We are a small but very passionate team of brothers. We loved morel mushroom hunting growing up. We still do it every year. One of the greatest things about mushroom hunting is just being out in nature. We take a lot of photos while we are hunting which is how the game came about. We wanted to create an immersive experience of being out in nature, mushroom hunting, and photographing the beautiful environment around you into a game, without having to hunt something with a weapon. Although one of the main goals of the game is to collect mushrooms, it Is Not a mushroom hunter simulator. Morels is an adventure game that focuses equally on mushroom hunting and photographing animals. if you have any feedback, questions, or problems with the game please don't hesitate to contact us. Other Notable Features Explore and discover new collectables like dinosaur bones. Over 50 animals to discover and photograph. You can now even swim and photograph fish. Enjoy a new experience each season you play. New mushroom locations, animal activity, weather, and more. Take on weekly tasks including finding a certain number of mushrooms or photographing specific animals to get extra points. 7 unique maps across the Unites States with exciting terrain and surprises! View all your photos in your photo book. They are also saved to your PC to view anytime! Learn tips and tricks inside your Hunter’s Manual to help you throughout the season. Unlock new pages by moving up in hunter levels! Customize the game to your interests by choosing from a broad list of different music or just enjoy the calming sounds of nature."
